,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
2477,0.26,137427.0,873,5401.0,592.0,300.0,292.0,50.7,49.3,13.0,2.2,42.0,7.1,8.0,584.0,0.0,1.4,98.6,0.0,3.4,72.0,12.2,1,3902.0,873.0,64.0,52.0,60.0,48.0,28.6,16.0,13.0,54.0,45.0,51.0,42.0,18.0,15.0,56.7,121.0,98.0,17.0,0.03,104.0,0.3,33.7,16.0,0.04,51.9,54.0,0.21,68.6,51.0,0.38,58.8,60.0,0.49,54.7,61.0,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,0.09,136974.0,873,5403.0,1061.0,542.0,519.0,51.1,48.9,23.0,2.2,72.0,6.8,10.0,1049.0,2.0,0.9,98.9,0.2,5.6,138.0,15.5,1,52270.0,873.0,94.0,44.0,119.0,56.0,27.8,29.0,14.0,122.0,58.0,60.0,28.0,27.0,13.0,52.0,211.0,99.0,26.0,-0.44,185.0,0.16,34.7,29.0,0.07,50.9,122.0,0.12,63.2,60.0,0.03,55.0,119.0,0.25,48.3,92.0,-0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,0.53,136463.0,873,5406.0,1699.0,805.0,894.0,47.4,52.6,58.0,3.4,192.0,11.3,97.0,1421.0,181.0,5.7,83.6,10.7,4.9,161.0,12.0,1,12692.0,873.0,149.0,49.0,153.0,51.0,28.2,36.0,12.0,148.0,51.0,107.0,37.0,39.0,13.0,58.7,291.0,96.0,39.0,0.19,252.0,0.59,40.2,36.0,0.69,54.5,148.0,0.55,69.4,107.0,0.46,60.1,148.0,0.58,57.2,143.0,0.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,0.27,136775.0,873,5408.0,1011.0,475.0,536.0,47.0,53.0,24.0,2.4,150.0,14.8,75.0,936.0,0.0,7.4,92.6,0.0,6.1,145.0,14.3,1,52268.0,873.0,93.0,53.0,83.0,47.0,28.4,22.0,13.0,74.0,43.0,76.0,44.0,27.0,15.0,56.5,172.0,98.0,27.0,-0.08,145.0,0.33,31.9,22.0,0.28,53.1,74.0,0.32,66.7,76.0,0.21,57.3,80.0,0.25,55.7,92.0,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,0.09,136992.0,873,5411.0,1891.0,919.0,972.0,48.6,51.4,38.0,2.0,177.0,9.4,55.0,1836.0,0.0,2.9,97.1,0.0,7.6,263.0,18.2,1,31574.0,873.0,149.0,52.0,135.0,48.0,27.8,38.0,13.0,169.0,60.0,75.0,27.0,43.0,15.0,52.3,282.0,99.0,43.0,-0.21,239.0,0.14,33.3,38.0,0.0,51.4,169.0,0.12,64.1,75.0,0.07,54.6,134.0,0.26,50.3,148.0,-0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,-0.09,137248.0,873,5412.0,993.0,460.0,533.0,46.3,53.7,17.0,1.7,70.0,7.0,182.0,809.0,2.0,18.3,81.5,0.2,17.2,289.0,33.0,1,51090.0,873.0,103.0,58.0,74.0,42.0,25.7,48.0,29.0,92.0,56.0,24.0,15.0,63.0,36.0,45.3,164.0,93.0,61.0,-0.82,103.0,0.35,32.0,48.0,0.15,46.4,92.0,-0.24,64.4,24.0,0.04,50.4,66.0,0.24,41.6,98.0,-0.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,0.25,136610.0,873,5415.0,1320.0,696.0,624.0,52.7,47.3,34.0,2.6,113.0,8.6,94.0,1226.0,0.0,7.1,92.9,0.0,6.9,216.0,16.4,1,54060.0,873.0,127.0,51.0,123.0,49.0,27.7,39.0,16.0,130.0,53.0,75.0,31.0,36.0,14.0,54.0,244.0,98.0,36.0,-0.05,208.0,0.3,32.2,39.0,0.12,51.7,130.0,0.26,68.9,75.0,0.31,54.7,120.0,0.32,53.4,124.0,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,0.5,136442.0,873,5416.0,821.0,401.0,420.0,48.8,51.2,19.0,2.3,109.0,13.3,17.0,804.0,0.0,2.1,97.9,0.0,3.3,84.0,10.2,1,30966.0,873.0,78.0,48.0,86.0,52.0,27.8,21.0,14.0,87.0,56.0,47.0,30.0,16.0,10.0,56.5,155.0,95.0,16.0,0.28,139.0,0.53,39.3,21.0,0.56,53.1,87.0,0.48,70.3,47.0,0.52,56.9,79.0,0.53,56.0,76.0,0.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,0.21,137082.0,874,4000.0,1045.0,517.0,528.0,49.5,50.5,23.0,2.2,152.0,14.5,210.0,833.0,2.0,20.1,79.7,0.2,13.5,255.0,29.0,1,35698.0,874.0,90.0,56.0,72.0,44.0,26.5,32.0,22.0,82.0,57.0,29.0,20.0,32.0,20.0,47.7,143.0,88.0,27.0,-0.27,116.0,0.32,36.5,32.0,0.49,50.5,82.0,0.17,62.0,29.0,-0.01,47.6,60.0,0.33,47.7,83.0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,-0.9,137084.0,874,4001.0,1228.0,655.0,573.0,53.3,46.7,14.0,1.1,169.0,13.8,647.0,581.0,0.0,52.7,47.3,0.0,14.6,394.5,44.9,1,59498.0,874.0,107.0,48.0,117.0,52.0,25.6,46.0,29.0,85.0,54.0,27.0,17.0,99.0,44.0,33.6,158.0,71.0,74.0,-1.27,84.0,-0.57,23.1,46.0,-0.57,37.8,85.0,-1.1,55.5,27.0,-0.81,36.3,79.0,-0.79,30.6,79.0,-1.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,-0.05,137880.0,874,4002.0,1389.0,710.0,679.0,51.1,48.9,29.0,2.1,165.0,11.9,219.0,1170.0,0.0,15.8,84.2,0.0,15.0,389.0,31.5,1,55242.0,874.0,117.0,50.0,118.0,50.0,26.9,41.0,19.0,128.0,60.0,43.0,20.0,59.0,25.0,47.9,212.0,90.0,54.0,-0.37,158.0,0.06,36.3,41.0,0.46,47.9,128.0,-0.17,61.3,43.0,-0.19,48.8,106.0,-0.02,46.9,106.0,-0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,-0.02,110882.0,874,4081.0,1017.0,496.0,521.0,48.8,51.2,11.0,1.1,84.0,8.3,192.0,824.0,1.0,18.9,81.0,0.1,13.7,297.5,34.1,1,27808.0,874.0,86.0,46.0,100.0,54.0,27.1,29.0,18.0,96.0,59.0,37.0,23.0,56.0,30.0,48.0,162.0,87.0,51.0,-0.36,111.0,0.13,34.6,29.0,0.47,48.8,96.0,-0.14,62.4,37.0,-0.1,49.2,90.0,0.14,46.6,72.0,-0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2498,0.06,141300.0,874,4082.0,1269.0,628.0,641.0,49.5,50.5,18.0,1.4,199.0,15.7,157.0,1043.0,10.0,13.0,86.2,0.8,11.6,257.0,23.3,1,22316.0,874.0,73.0,51.0,71.0,49.0,27.3,25.0,18.0,74.0,54.0,39.0,28.0,22.0,15.0,50.8,138.0,96.0,22.0,0.24,116.0,0.03,33.9,25.0,0.22,50.3,74.0,0.1,62.3,39.0,-0.11,54.4,67.0,0.26,47.3,71.0,-0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,0.55,136398.0,874,5404.0,1210.0,617.0,593.0,51.0,49.0,28.0,2.3,38.0,3.1,99.0,1111.0,0.0,8.2,91.8,0.0,2.7,71.0,8.4,1,28412.0,874.0,74.0,50.0,75.0,50.0,30.5,6.0,4.0,44.0,31.0,92.0,65.0,13.0,9.0,65.8,142.0,95.0,13.0,0.23,129.0,0.58,38.5,6.0,0.49,59.3,44.0,0.87,70.5,92.0,0.39,68.5,72.0,0.59,63.1,70.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0.33,110899.0,874,5405.0,1747.0,905.0,842.0,51.8,48.2,47.0,2.7,209.0,12.0,1018.0,726.0,3.0,58.3,41.6,0.2,17.0,564.0,38.1,1,27166.0,874.0,143.0,49.0,151.0,51.0,26.3,72.0,27.0,137.0,51.0,62.0,23.0,114.0,39.0,49.3,271.0,92.0,105.0,0.24,166.0,0.38,36.9,72.0,0.62,51.6,137.0,0.29,63.9,62.0,0.07,51.3,139.0,0.48,47.2,132.0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2501,0.46,110907.0,874,5413.0,708.0,361.0,347.0,51.0,49.0,13.0,1.8,95.0,13.4,480.0,225.0,3.0,67.8,31.8,0.4,20.9,229.0,38.9,1,47520.0,874.0,63.0,52.0,58.0,48.0,24.2,47.0,42.0,50.0,45.0,14.0,13.0,46.0,38.0,45.6,111.0,92.0,43.0,0.23,68.0,0.59,35.9,47.0,0.68,51.5,50.0,0.36,62.1,14.0,0.02,48.2,52.0,0.8,43.2,59.0,0.15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2502,0.13,136266.0,874,5417.0,1651.0,821.0,830.0,49.7,50.3,43.0,2.6,133.0,8.1,73.0,1578.0,0.0,4.4,95.6,0.0,4.6,202.0,15.4,1,2452.0,874.0,119.0,46.0,139.0,54.0,28.2,34.0,13.0,136.0,53.0,85.0,33.0,27.0,10.0,54.2,255.0,99.0,25.0,-0.11,230.0,0.16,38.1,34.0,0.46,52.4,136.0,0.2,63.3,85.0,-0.1,56.6,136.0,0.28,51.4,119.0,-0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,-0.28,135263.0,874,6905.0,2172.0,1075.0,1097.0,49.5,50.5,29.0,1.3,121.0,5.6,1005.0,1167.0,0.0,46.3,53.7,0.0,16.4,617.5,33.8,1,57280.0,874.0,169.0,52.0,153.0,48.0,26.5,78.0,24.0,168.0,53.0,73.0,23.0,94.0,29.0,45.0,319.0,99.0,94.0,-0.54,225.0,-0.17,30.9,78.0,-0.03,45.3,168.0,-0.29,59.3,73.0,-0.51,45.9,151.0,-0.24,44.3,168.0,-0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,-0.16,135980.0,874,6906.0,850.0,433.0,417.0,50.9,49.1,42.0,4.9,192.0,22.6,132.0,718.0,0.0,15.5,84.5,0.0,22.3,301.0,40.3,1,38582.0,874.0,69.0,49.0,72.0,51.0,25.4,45.0,33.0,69.0,51.0,22.0,16.0,57.0,40.0,43.5,136.0,96.0,55.0,-0.36,81.0,-0.03,29.0,45.0,-0.07,46.9,69.0,-0.21,61.3,22.0,-0.2,46.2,68.0,-0.07,40.8,68.0,-0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,0.61,140864.0,876,4001.0,643.0,330.0,313.0,51.3,48.7,3.0,0.5,91.0,14.2,8.0,635.0,0.0,1.2,98.8,0.0,35.0,329.0,51.2,1,38584.0,876.0,59.0,52.0,55.0,48.0,27.4,20.0,18.0,58.0,51.0,35.0,31.0,59.0,52.0,56.7,113.0,99.0,59.0,0.55,54.0,0.67,45.3,20.0,1.55,53.6,58.0,0.43,68.6,35.0,0.38,58.1,55.0,0.58,55.5,58.0,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,-0.15,136779.0,876,4103.0,1034.0,511.0,523.0,49.4,50.6,4.0,0.4,135.0,13.1,7.0,1027.0,0.0,0.7,99.3,0.0,24.8,327.0,32.9,1,23548.0,876.0,107.0,52.0,99.0,48.0,28.1,28.0,14.0,113.0,55.0,63.0,31.0,69.0,33.0,50.9,204.0,99.0,69.0,-0.33,135.0,-0.06,33.2,28.0,-0.04,48.1,113.0,-0.15,63.6,63.0,-0.21,52.0,98.0,0.04,49.8,106.0,-0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,-0.63,111401.0,876,4104.0,1068.0,535.0,533.0,50.1,49.9,9.0,0.8,216.0,20.2,5.0,938.0,0.0,0.5,99.5,0.0,37.4,533.0,53.3,1,20846.0,876.0,60.0,50.0,59.0,50.0,27.7,22.0,18.0,64.0,54.0,33.0,28.0,68.0,57.0,45.2,119.0,100.0,68.0,-0.74,51.0,-0.48,28.6,22.0,-0.3,44.7,64.0,-0.68,57.0,33.0,-0.74,47.8,59.0,-0.53,42.5,60.0,-0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2513,0.0,139368.0,876,4207.0,1565.0,761.0,804.0,48.6,51.4,7.0,0.4,80.0,5.1,15.0,1550.0,0.0,1.0,99.0,0.0,15.5,431.0,27.5,1,59530.0,876.0,159.0,52.0,145.0,48.0,28.7,34.0,11.0,141.0,47.0,126.0,42.0,84.0,28.0,54.4,301.0,99.0,83.0,-0.35,218.0,0.14,31.1,34.0,-0.16,50.7,141.0,0.04,64.7,126.0,0.01,56.0,145.0,0.16,53.0,156.0,-0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,-0.13,111457.0,876,4625.0,1434.0,701.0,733.0,48.9,51.1,8.0,0.6,158.0,11.0,28.0,1406.0,0.0,2.0,98.0,0.0,26.9,511.0,40.3,1,51890.0,876.0,127.0,48.0,138.0,52.0,27.6,41.0,16.0,135.0,52.0,84.0,32.0,102.0,38.0,49.9,260.0,98.0,100.0,-0.53,160.0,0.13,26.7,41.0,-0.29,48.8,135.0,-0.09,62.6,84.0,-0.11,51.9,134.0,-0.01,47.7,126.0,-0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2515,-0.51,135731.0,876,4721.0,1059.0,594.0,465.0,56.1,43.9,7.0,0.7,126.0,11.9,27.0,1032.0,0.0,2.5,97.5,0.0,27.9,398.0,44.0,1,46094.0,876.0,81.0,46.0,96.0,54.0,27.3,36.0,20.0,93.0,53.0,48.0,27.0,74.0,42.0,44.9,177.0,100.0,74.0,-0.82,103.0,-0.29,23.1,36.0,-0.88,45.4,93.0,-0.43,60.3,48.0,-0.41,46.3,96.0,-0.38,43.2,81.0,-0.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2516,-0.2,136185.0,876,6905.0,969.0,478.0,491.0,49.3,50.7,12.0,1.2,105.0,10.8,2.0,967.0,0.0,0.2,99.8,0.0,44.1,463.0,63.2,1,38580.0,876.0,71.0,50.0,70.0,50.0,27.3,25.0,18.0,74.0,54.0,39.0,28.0,86.0,61.0,48.0,138.0,98.0,85.0,-0.33,53.0,0.01,37.8,25.0,0.66,44.0,74.0,-0.47,62.2,39.0,-0.24,47.5,69.0,-0.25,48.5,69.0,-0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,-0.29,139072.0,877,4001.0,481.0,233.0,248.0,48.4,51.6,39.0,8.1,55.0,11.4,28.0,453.0,0.0,5.8,94.2,0.0,24.5,213.0,45.0,1,58906.0,877.0,68.0,61.0,44.0,39.0,26.0,28.0,26.0,65.0,60.0,15.0,14.0,36.0,32.0,43.3,108.0,96.0,34.0,-0.66,74.0,-0.12,30.8,28.0,-0.15,44.4,65.0,-0.32,58.8,15.0,-0.42,41.5,44.0,-0.36,44.5,64.0,-0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,-0.07,139196.0,877,4002.0,765.0,361.0,404.0,47.2,52.8,30.0,3.9,103.0,13.5,64.0,701.0,0.0,8.4,91.6,0.0,21.7,389.0,50.8,1,4104.0,877.0,77.0,49.0,79.0,51.0,25.7,44.0,29.0,89.0,59.0,17.0,11.0,80.0,51.0,44.5,150.0,96.0,80.0,-0.31,70.0,0.22,35.5,44.0,0.3,46.0,89.0,-0.2,59.3,17.0,-0.32,45.7,77.0,0.19,43.2,73.0,-0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,-0.32,140620.0,877,4003.0,287.0,81.0,206.0,28.2,71.8,8.0,2.8,25.0,8.7,13.0,274.0,0.0,4.5,95.5,0.0,16.2,64.0,31.4,1,19616.0,877.0,63.0,65.0,34.0,35.0,26.7,22.0,23.0,54.0,57.0,19.0,20.0,35.0,36.0,44.5,95.0,98.0,35.0,-0.41,60.0,-0.27,32.9,22.0,0.06,46.2,54.0,-0.29,54.2,19.0,-0.85,43.3,33.0,-0.18,45.2,62.0,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2524,0.03,111430.0,877,4200.0,1108.0,560.0,548.0,50.5,49.5,17.0,1.5,51.0,4.6,13.0,1095.0,0.0,1.2,98.8,0.0,6.3,158.0,14.3,1,14064.0,877.0,104.0,50.0,104.0,50.0,29.3,10.0,5.0,101.0,50.0,93.0,46.0,22.0,11.0,56.5,204.0,98.0,21.0,-0.11,183.0,0.05,26.3,10.0,-0.35,52.8,101.0,0.28,63.8,93.0,-0.2,58.6,102.0,0.26,54.3,102.0,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2525,-0.34,139506.0,877,4201.0,1082.0,559.0,523.0,51.7,48.3,42.0,3.9,101.0,9.3,49.0,1032.0,1.0,4.5,95.4,0.1,15.1,293.0,30.1,1,40256.0,877.0,80.0,44.0,101.0,56.0,26.8,36.0,21.0,92.0,53.0,47.0,27.0,56.0,31.0,45.0,175.0,97.0,55.0,-0.85,120.0,-0.1,27.1,36.0,-0.11,45.6,92.0,-0.4,59.6,47.0,-0.39,48.1,97.0,-0.17,41.0,78.0,-0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,-0.13,139152.0,877,4206.0,1849.0,869.0,980.0,47.0,53.0,43.0,2.3,139.0,7.5,72.0,1775.0,2.0,3.9,96.0,0.1,3.7,155.0,10.3,1,21158.0,877.0,178.0,61.0,115.0,39.0,28.4,30.0,10.0,156.0,53.0,106.0,36.0,28.0,10.0,52.0,292.0,100.0,28.0,-0.95,264.0,-0.04,29.0,30.0,-0.33,48.8,156.0,-0.09,63.2,106.0,-0.13,56.6,115.0,0.09,49.0,177.0,-0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,-0.16,139840.0,877,4226.0,1075.0,512.0,563.0,47.6,52.4,28.0,2.6,210.0,19.5,36.0,1039.0,0.0,3.3,96.7,0.0,11.3,225.0,24.7,1,5366.0,877.0,103.0,52.0,96.0,48.0,28.3,21.0,11.0,103.0,53.0,70.0,36.0,35.0,18.0,51.0,194.0,97.0,33.0,-0.94,161.0,0.0,29.7,21.0,-0.32,47.7,103.0,-0.16,62.8,70.0,-0.12,54.3,92.0,0.04,47.9,102.0,-0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,0.07,141598.0,877,4229.0,1608.0,791.0,817.0,49.2,50.8,41.0,2.5,221.0,13.7,31.0,1577.0,0.0,1.9,98.1,0.0,4.3,148.0,9.8,1,7276.0,877.0,139.0,45.0,169.0,55.0,29.0,27.0,9.0,139.0,46.0,137.0,45.0,33.0,11.0,56.0,303.0,98.0,33.0,-0.2,270.0,0.11,33.7,27.0,0.11,50.8,139.0,0.06,65.8,137.0,0.07,56.8,164.0,0.07,54.9,139.0,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,-0.46,133672.0,877,4230.0,626.0,315.0,311.0,50.3,49.7,36.0,5.8,53.0,8.5,40.0,586.0,0.0,6.4,93.6,0.0,16.6,233.0,37.2,1,53748.0,877.0,67.0,46.0,79.0,54.0,27.1,26.0,18.0,81.0,57.0,35.0,25.0,41.0,28.0,45.0,142.0,97.0,41.0,-0.97,101.0,-0.26,25.7,26.0,-0.69,44.4,81.0,-0.43,60.2,35.0,-0.37,46.0,77.0,-0.41,43.8,65.0,-0.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2530,0.07,138732.0,877,4502.0,1827.0,899.0,928.0,49.2,50.8,29.0,1.6,179.0,9.8,44.0,1782.0,1.0,2.4,97.5,0.1,4.0,151.0,10.3,1,32064.0,877.0,150.0,50.0,148.0,50.0,29.2,21.0,7.0,131.0,46.0,135.0,47.0,31.0,10.0,56.6,287.0,96.0,30.0,-0.29,257.0,0.12,31.6,21.0,0.19,51.8,131.0,0.12,65.4,135.0,0.01,58.2,142.0,0.2,55.1,145.0,-0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,-0.34,111454.0,877,4622.0,919.0,477.0,442.0,51.9,48.1,34.0,3.7,109.0,11.9,113.0,805.0,1.0,12.3,87.6,0.1,6.2,118.0,12.8,1,47080.0,877.0,89.0,51.0,84.0,49.0,28.7,16.0,10.0,85.0,51.0,66.0,40.0,23.0,13.0,50.1,167.0,97.0,21.0,-0.82,146.0,-0.27,31.0,16.0,-0.38,46.4,85.0,-0.32,60.8,66.0,-0.36,51.3,83.0,-0.26,48.9,84.0,-0.42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2532,-0.07,111456.0,877,4624.0,774.0,375.0,399.0,48.4,51.6,17.0,2.2,138.0,17.8,77.0,697.0,0.0,9.9,90.1,0.0,11.4,206.0,26.6,1,9536.0,877.0,79.0,51.0,75.0,49.0,26.7,34.0,23.0,76.0,52.0,36.0,25.0,39.0,25.0,47.2,146.0,95.0,39.0,-0.55,107.0,0.1,28.9,34.0,-0.23,49.2,76.0,-0.02,62.3,36.0,-0.05,47.5,72.0,-0.01,47.0,74.0,-0.14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2537,-0.35,113497.0,878,4000.0,778.0,370.0,408.0,47.6,52.4,15.0,1.9,113.0,14.5,29.0,749.0,0.0,3.7,96.3,0.0,14.9,163.0,25.0,1,3138.0,878.0,78.0,58.0,56.0,42.0,27.6,20.0,15.0,72.0,55.0,38.0,29.0,25.0,19.0,47.4,130.0,97.0,25.0,-1.2,105.0,-0.15,28.7,20.0,-0.27,45.5,72.0,-0.44,60.8,38.0,-0.23,50.5,55.0,-0.26,45.3,75.0,-0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2538,-0.32,139553.0,878,4001.0,921.0,461.0,460.0,50.1,49.9,17.0,1.8,177.0,19.2,11.0,910.0,0.0,1.2,98.8,0.0,17.1,216.0,28.3,1,26670.0,878.0,86.0,52.0,79.0,48.0,26.9,31.0,19.0,93.0,57.0,38.0,23.0,51.0,31.0,46.0,162.0,98.0,51.0,-0.5,111.0,-0.24,25.1,31.0,-0.64,46.3,93.0,-0.32,61.8,38.0,-0.07,46.9,79.0,-0.25,45.2,83.0,-0.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,-0.1,136646.0,878,4003.0,1370.0,714.0,656.0,52.1,47.9,53.0,3.9,84.0,6.1,74.0,1296.0,0.0,5.4,94.6,0.0,9.6,213.0,18.7,1,41902.0,878.0,132.0,56.0,104.0,44.0,27.8,30.0,13.0,120.0,54.0,73.0,33.0,40.0,17.0,50.3,223.0,94.0,39.0,-0.56,184.0,0.0,25.6,30.0,-0.39,49.4,120.0,-0.07,63.7,73.0,-0.03,54.2,97.0,0.13,47.3,126.0,-0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,-0.33,136912.0,878,4004.0,734.0,339.0,395.0,46.2,53.8,27.0,3.7,23.0,3.1,11.0,723.0,0.0,1.5,98.5,0.0,14.0,135.0,21.0,1,25804.0,878.0,81.0,60.0,55.0,40.0,27.9,18.0,14.0,68.0,51.0,47.0,35.0,33.0,24.0,48.5,133.0,98.0,31.0,-0.73,102.0,-0.2,23.7,18.0,-0.71,45.9,68.0,-0.3,62.7,47.0,-0.21,50.3,55.0,-0.21,47.2,78.0,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,0.14,136673.0,878,4005.0,1130.0,560.0,570.0,49.6,50.4,24.0,2.1,71.0,6.3,16.0,1114.0,0.0,1.4,98.6,0.0,5.4,104.0,11.3,1,28600.0,878.0,87.0,48.0,94.0,52.0,28.9,13.0,7.0,78.0,44.0,85.0,48.0,25.0,14.0,56.4,176.0,97.0,23.0,-0.32,153.0,0.21,32.8,13.0,0.34,50.6,78.0,0.11,65.7,85.0,0.14,58.2,93.0,0.32,54.5,83.0,-0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
